alim_nom_fr,Calories,Proteines,Glucides,Lipides
"Mousse liégeoise (chocolat, café, caramel ou vanille), rayon frais",186,"3,55",20,"10,1"
"Crème dessert au café, rayon frais",116,"2,87","17,8","3,69"
"Crème dessert au caramel, rayon frais",117,"2,86","18,6","3,47"
"Crème dessert, appertisée (aliment moyen)",135,"3,42","21,4","3,52"
"Crème dessert au chocolat, appertisée",138,"3,18","21,8","3,42"
"Crème dessert, rayon frais ou appertisée (aliment moyen)",133,"3,35",18,"5,07"
"Cheesecake ou Gâteau au fromage frais, préemballé",330,"4,57","31,7","20,3"
"Tiramisu, préemballé",241,"4,25","30,4","9,8"
"Mousse à la crème de marrons, préemballée",207,"2,13","34,4","6,5"
"Profiteroles (crème pâtissière et sauce chocolat), préemballées",273,"5,51","34,3","12,2"
"Gâteau de semoule, appertisé",150,"2,85","27,4","3,03"
"Mousse au chocolat traditionnelle, préemballée",303,"6,39","25,6","18,6"
"Clafoutis aux fruits, préemballé",192,"5,11","27,2","6,51"
"Liégeois aux fruits, préemballé",147,"1,5",16,"8,1"
"Gâteau de riz, appertisé",115,"4,2",20,"1,9"
"Fondant au chocolat noir et crème anglaise, préemballé",-,"5,05",20,"14,3"
"Gâteau au chocolat, coeur fondant, préemballé (rayon frais)",364,"6,86","41,9","18,1"
Pain perdu,218,6,29,"8,45"
"Lait de poule, sans alcool","87,8","4,46","8,05","4,19"
Crème pâtissière,120,"3,79",18,"3,6"
"Dessert au soja, aux fruits, sucré, enrichi en calcium, fermenté, préemballé","86,7",3,"12,9","2,3"
"Dessert au soja, nature, non sucré, non enrichi, fermenté, préemballé","44,7","4,13","2,05","1,9"
"Dessert au soja, nature, non sucré, enrichi en calcium, fermenté, préemballé",42,"3,94","1,1","2,1"
"Dessert au soja, aux fruits, sucré, non enrichi, fermenté, préemballé",78,"3,63",11,"1,7"
"Dessert au soja, aux amandes, fermenté, préemballé",56,4,"2,85","2,8"
"Dessert au soja, aromatisé, sucré, enrichi en calcium, préemballé",95,"3,56","15,3","1,9"
"Dessert au soja, aromatisé, sucré, non enrichi, préemballé","93,1",3,16,"1,7"
"Dessert végétal sans soja (amande, avoine, chanvre, coco, riz), aromatisé, sucré, non enrichi, préemballé",148,2,"15,8",8
"Dessert végétal sans soja (coco, riz), aux fruits, sucré, enrichi en calcium, fermenté, préemballé","76,6","< 0,5",16,1
"Mousse au chocolat végétale, préemballée",262,"6,69","24,3",14
Fromage (aliment moyen),338,"21,3","0,56","27,4"
"Camembert, sans précision",280,"19,1",traces,"22,5"
Fromage à pâte molle et croûte fleurie (type camembert),359,"17,1",traces,"32,3"
Camembert au lait cru,267,"20,3",traces,"20,3"
Fromage à pâte molle et croûte fleurie double crème environ 30% MG,333,"17,2",traces,"29,4"
Fromage rond à pâte molle et croûte fleurie 5 à 11% MG type camembert allégé en matière grasse,173,"22,2",traces,"9,3"
Coulommiers,279,"18,4",traces,"22,8"
Fromage rond à pâte molle et croûte fleurie environ 11% MG type coulommiers allégé en matière grasse,187,22,traces,11
Fromage rond à pâte molle et croûte fleurie environ 5% MG type camembert allégé en matière grasse,150,"25,2",traces,"5,5"
"Brie, sans précision",297,"16,9",traces,"25,5"
Brie de Meaux,271,21,traces,"20,7"
Brie de Melun,288,"21,6",traces,"22,2"
Carré de l'Est,327,21,traces,27
Chaource,276,17,traces,"22,9"
Maroilles laitier,338,"21,8",traces,"27,8"
Maroilles fermier,349,"20,8",traces,"29,5"
Neufchâtel,287,"18,1",traces,"23,9"
Fromage à pâte molle triple crème environ 40% MG,376,"9,69",traces,"37,5"
Fromage à pâte molle et croûte lavée (aliment moyen),320,"20,2",0,"26,5"
"Fromage à pâte molle et croûte lavée, allégé environ 13% MG",198,"21,2",traces,"12,6"
"Maroilles, sans précision",325,"21,5",traces,"26,4"
Livarot,301,"24,1",traces,"22,6"
Époisses,290,"17,4",traces,"24,5"
Munster,344,"20,7",traces,29
Langres,281,"16,4",traces,"23,8"
Pont l'Évêque,326,"22,2",traces,"26,2"
Reblochon,326,"19,9",traces,"27,4"
"Fromage à pâte molle à croûte lavée, au lait pasteurisé (type Vieux Pané)",311,"19,9",traces,"25,7"
Saint-Marcellin,280,"14,8",traces,"24,3"
Fromage à pâte molle et croûte mixte (lavée et fleurie) colorée,332,"17,8",traces,29
Mont d'or ou Vacherin du Haut-Doubs (produit en France) ou Vacherin-Mont d'Or (produit en Suisse),302,"18,5",traces,"25,4"
Saint-Félicien,281,"13,1",traces,"25,2"
Boulette d'Avesne,355,"20,5",traces,30
"Fromage de chèvre lactique affiné, au lait cru (type Crottin de Chavignol, Picodon, Rocamadour, Sainte-Maure de Touraine)",324,"20,3",traces,27
"Fromage de chèvre lactique affiné, au lait pasteurisé (type bûchette ou crottin)",300,"19,4",traces,"24,7"
"Fromage de chèvre lactique affiné (type bûchette, crottin, Sainte-Maure)",315,20,traces,"26,2"
Sainte-Maure de Touraine (fromage de chèvre),294,"19,2",traces,"24,2"
Fromage de chèvre demi-sec,353,"21,1",traces,"29,8"
Fromage de chèvre bûche,285,"18,4",traces,"23,3"
"Fromage de chèvre bûche, allégé en matière grasse",179,"22,1",traces,10
"Fromage de chèvre à pâte molle non pressée non cuite croûte naturelle, au lait pasteurisé",279,19,traces,"22,6"
Fromage de chèvre sec,440,"29,9",traces,"35,6"
Fromage de chèvre à pâte molle et croûte fleurie type camembert,292,"19,4",traces,"23,8"
Fromage de brebis à pâte molle et croûte fleurie,276,"16,5",traces,"23,3"
Chabichou (fromage de chèvre),294,"20,1",traces,"23,8"
Pélardon (fromage de chèvre),343,"23,3",traces,"27,8"
"Crottin de chèvre, au lait cru",384,"22,7",traces,"32,6"
"Crottin de chèvre, sans précision",340,"21,9",traces,28
Crottin de Chavignol (fromage de chèvre),296,"19,3",traces,"24,4"
Picodon (fromage de chèvre),315,"20,3",traces,26
Pouligny Saint-Pierre (fromage de chèvre),294,"18,5",traces,"24,5"
Sainte-Maure (fromage de chèvre),357,"21,7",traces,30
Selles-sur-Cher (fromage de chèvre),291,"18,9",traces,"23,9"
Chevrot (fromage de chèvre),277,"18,1",traces,"22,8"
Rocamadour (fromage de chèvre),274,"17,5",traces,"22,6"
Valençay (fromage de chèvre),306,"18,9",traces,"25,5"
Roquefort,384,"19,1",traces,"33,9"
Fourme de Montbrison,365,"22,1",traces,"30,8"
Fromage bleu au lait de vache,333,"19,5",traces,"28,3"
Fromage bleu d'Auvergne,343,22,traces,"28,4"
Fourme d'Ambert,326,"19,5",traces,"27,6"
Fromage bleu des Causses,350,20,traces,30
Gorgonzola,312,"18,6",traces,"26,4"
Bleu de Gex ou Fromage bleu du Haut-jura ou Bleu de septmoncel (AOC),364,"22,1",traces,"30,7"
Fromage bleu de Bresse,342,17,traces,"30,5"
Fromage bleu de Bresse allegé environ 15% MG,246,"26,5",traces,"15,5"
Fromage à pâte pressée cuite (aliment moyen),390,"27,4",0,"30,8"
Beaufort,410,26,traces,34
Comté,418,"26,7",traces,"34,6"
Abondance,393,"26,6",traces,"31,6"
Gruyère IGP France,396,"26,7",traces,32
Gruyère,423,"27,9",traces,"34,6"
Emmental ou emmenthal,373,"27,3",traces,"28,8"
"Fromage à pate pressée cuite type emmental ou emmenthal, allégé en matière grasse",282,30,traces,18
Emmental ou emmenthal râpé,367,"27,5",traces,"28,6"
Ossau-Iraty,428,"23,8",traces,37
Parmesan,406,"30,5",traces,31
Fontina,381,"25,1",traces,"31,1"
Pecorino,-,-,traces,"28,8"
Grana Padano,396,"33,4",traces,"29,2"
Fromage à pâte ferme environ 14% MG type Masdaam à teneur réduite en MG,238,"28,4",traces,"13,8"
Provolone,340,"25,1",traces,"26,6"
"Fromage à pâte ferme, enrobé de cire",303,"21,3",traces,"23,7"
Cantal entre-deux,383,"26,1",traces,"30,5"
"Cantal, Salers ou Laguiole",378,"24,8",traces,31
Salers,388,"25,4",traces,"31,4"
Cheddar,399,"23,6",traces,"33,8"
Edam,329,25,traces,"25,5"
Mimolette jeune,331,"28,3",traces,"24,2"
Gouda,374,"22,8",traces,"31,5"
Mimolette demi-vieille,365,"30,8",traces,"26,9"
Mimolette vieille,397,"33,3",traces,"28,8"
"Mimolette, sans précision",308,"24,4",traces,"23,4"
Fromage à pâte ferme environ 27% MG type Maasdam,359,25,traces,"28,4"
Mimolette extra-vieille,387,"33,2",traces,"28,2"
Morbier,355,"22,4",traces,"29,2"
Fromage de brebis des Pyrénées,397,"23,6",traces,"33,6"
"Saint-Nectaire, laitier",332,"22,3",traces,27
Raclette (fromage),342,"22,9",traces,"27,5"
"Saint-Nectaire, fermier",355,"21,8",traces,"29,8"
"Saint-Nectaire, sans précision",344,22,traces,"28,4"
Saint-Paulin (fromage à pâte pressée non cuite demi-ferme),327,"21,8",traces,"26,4"
Tomme ou tome de vache,350,"21,1",traces,"29,4"
Tomme ou tome de montagne ou de Savoie,364,25,traces,"29,1"
"Tomme ou tome, allégée en matière grasse, environ 13% MG",231,"30,4",traces,"12,1"
Asiago,356,"31,4",traces,"25,6"
Fromage de brebis Corse à pâte molle,457,"27,9",traces,"38,4"
Tome des Bauges,381,"26,1",traces,"30,8"
Fromage de brebis à pâte pressée,384,"23,4",traces,"32,3"
Fromage de lactosérum de brebis,190,"9,91","4,3","14,8"
Fromage fondu en tranchettes,246,"13,8","5,34","18,5"
Fromage fondu en portions ou en cubes environ 8% MG,-,"11,3",-,"7,48"
Fromage fondu en portions ou en cubes environ 20% MG,242,"10,4","6,38","19,3"
"Fromage fondu double crème, environ 31% MG",311,"8,88","1,78","29,6"
Cancoillotte (spécialité fromagère fondue),151,"13,6","0,5","10,5"
Spécialité fromagère fondante au fromage blanc et aux noix,-,"10,4","4,2","31,6"
Snack pour enfants à base de fromage fondu et de gressins,-,"10,6","24,1","18,9"
"Fromage type feta, au lait de vache",270,16,"1,42","21,7"
Fromage 100% brebis (Feta AOP ou type Feta),-,"14,5","2,5","22,8"
"Fromage type feta, au lait de vache, à l'huile et aux aromates",283,"17,3","0,16","23,4"
Feta AOP,285,"14,8","0,65","24,3"
"Spécialité fromagère non affinée environ 25% MG, type fromage en barquette à tartiner ou coque fromagère",255,"5,25","4,24","23,9"
"Spécialité fromagère non affinée environ 20% MG, type fromage en barquette à tartiner ou coque fromagère",-,"7,49","1,4","21,2"
"Fromage de chèvre frais, au lait pasteurisé (type bûchette fraîche)",-,"15,8","2,08",20
"Fromage de chèvre frais, au lait cru (type palet ou crottin frais)",-,"12,9","2,03","16,9"
"Fromage de chèvre frais, au lait pasteurisé ou cru (type crottin frais ou bûchette fraîche)",-,"14,3","2,05","18,4"
"Fromage de chèvre à tartiner, nature",-,"10,6","2,41","12,2"
Spécialité fromagère non affinée à tartiner environ 30-40 % MG aromatisée (ex: ail et fines herbes),366,"7,5","4,24","35,3"
Mascarpone,-,"4,29",4,39
Ricotta,-,"8,61",4,"11,9"
Mozzarella au lait de vache,227,"16,1","0,75","17,7"
"Mozzarella au lait de bufflonne ou buflesse (""di bufala"")",260,"14,3","0,24","22,3"
"Spécialité végétale type fromage à tartiner, au soja, préemballée",175,"12,8","1,05","13,1"
"Spécialité végétale type fromage, à la noix de cajou, préemballée",441,"14,5","15,2","35,3"
"Spécialité végétale type fromage en tranche ou râpé, sans soja, préemballée",272,"< 0,5","21,2","20,1"
"Crème de lait ou spécialité à base de crème légère, teneur en matière grasse inconnue (aliment moyen)",269,"2,82","2,87",26
"Crème de lait, 30% MG, épaisse, rayon frais",304,"2,94","2,8","30,7"
"Crème d'Isigny AOP, >= 35% MG",-,"2,29",3,40
"Crème de lait, 30% MG, semi-épaisse, UHT",297,"2,44","1,94","30,7"
"Crème chantilly, sous pression, UHT",308,"2,06","10,6","28,2"
"Crème de lait, 15 à 20% MG, légère, semi-épaisse, UHT",194,"2,56","2,89","18,7"
"Crème de lait, 15 à 20% MG, légère, épaisse, rayon frais",166,"2,75",3,"15,3"
"Spécialité à base de crème légère 8% MG, fluide ou épaisse","76,2","3,19","5,28","4,3"
"Crème de lait, 15 à 20% MG, légère, fluide, rayon frais",-,"2,9","4,3","13,5"
"Eau de source, embouteillée (aliment moyen)",0,0,0,0
"Eau minérale, embouteillée, faiblement minéralisée (aliment moyen)",0,0,0,0
Eau minérale (aliment moyen),0,0,0,0
"Eau minérale, plate (aliment moyen)",0,0,0,0
"Eau minérale, gazeuse (aliment moyen)",0,0,0,0
Eau du robinet,0,0,0,0
Eau embouteillée de source,0,0,0,0
"Eau minérale Abatilles, embouteillée, non gazeuse, faiblement minéralisée (Arcachon, 33)",0,0,0,0
"Eau minérale Aix-les-Bains, embouteillée, non gazeuse, faiblement minéralisée (Aix-les-Bains, 73)",0,0,0,0
"Eau minérale Aizac, embouteillée, gazeuse, faiblement minéralisée (Aizac, 07)",0,0,0,0
"Eau minérale Amanda, embouteillée, non gazeuse, fortement minéralisée (St-Amand, 59)",0,0,0,0
"Eau minérale Arcens, embouteillée, gazeuse, moyennement minéralisée (Arcens, 07)",0,0,0,0
"Eau minérale Ardesy, embouteillée, gazeuse, fortement minéralisée (Ardes, 63)",0,0,0,0
"Eau minérale Celtic, embouteillée, gazeuse ou non gazeuse, très faiblement minéralisée (Niederbronn, 67)",0,0,0,0
"Eau minérale Chambon, embouteillée, non gazeuse, faiblement minéralisée (Chambon, 45)",0,0,0,0
"Eau minérale Chantemerle, embouteillée, non gazeuse, faiblement minéralisée (Le Pestrin, 07)",0,0,0,0
"Eau minérale Chateauneuf, embouteillée, gazeuse, fortement minéralisée (Chateauneuf, 63)",0,0,0,0
"Eau minérale Chateldon, embouteillée, gazeuse, fortement minéralisée (Chateldon, 63)",0,0,0,0
"Eau minérale Clos de l'Abbaye, embouteillée, non gazeuse, moyennement minéralisée (St-Amand, 59)",0,0,0,0
"Eau minérale Contrex, embouteillée, non gazeuse, fortement minéralisée (Contrexéville, 88)",0,0,0,0
"Eau minérale Dax, embouteillée, non gazeuse, moyennement minéralisée (Dax, 40)",0,0,0,0
"Eau minérale Didier, embouteillée, gazeuse, fortement minéralisée (Martinique)",0,0,0,0
"Eau minérale Didier, embouteillée non gazeuse, fortement minéralisée (Martinique)",0,0,0,0
"Eau minérale Evian, embouteillée, non gazeuse, faiblement minéralisée (Evian, 74)",0,0,0,0
"Eau minérale Hépar, embouteillée, non gazeuse, fortement minéralisée (Vittel, 88)",0,0,0,0
"Eau minérale Hydroxydase, embouteillée, gazeuse, fortement minéralisée (Le Breuil sur Couze, 63)",0,0,0,0
"Eau minérale Vernière, embouteillée, gazeuse, moyennement minéralisée (Les Aires, 34)",0,0,0,0
"Eau minérale Luchon, embouteillée, non gazeuse, faiblement minéralisée (Luchon, 31)",0,0,0,0
"Eau minérale Mont-Roucous, embouteillée, très faiblement minéralisée (Lacaune, 81)",0,0,0,0
"Eau de source Ogeu, embouteillée, faiblement minéralisée (Ogeu, 64)",0,0,0,0
"Eau minérale Orée du bois, embouteillée, non gazeuse, moyennement minéralisée (St-Amand, 59)",0,0,0,0
"Eau minérale Orezza, embouteillée, gazeuse, moyennement minéralisée (Rapaggio, 20B)",0,0,0,0
"Eau minérale Parot, embouteillée, gazeuse, moyennement minéralisée (St-Romain-le-Puy, 42)",0,0,0,0
"Eau minérale Plancoet, embouteillée, gazeuse ou non gazeuse, faiblement minéralisée (Plancoet, 22)",0,0,0,0
"Eau minérale Propiac, embouteillée, non gazeuse, fortement minéralisée (Propiac, 26)",0,0,0,0
"Eau minérale Puits St-Georges, embouteillée, gazeuse, moyennement minéralisée (St-Romain-le-Puy, 42)",0,0,0,0
"Eau minérale Quézac, embouteillée, gazeuse, moyennement minéralisée (Quézac, 48)",0,0,0,0
"Eau minérale Reine des basaltes, embouteillée, gazeuse, moyennement minéralisée (Asperjoc, 07)",0,0,0,0
"Eau minérale Rozana, embouteillée, gazeuse, fortement minéralisée (Beauregard, 63)",0,0,0,0
"Eau minérale Sail-les-Bains, embouteillée, non gazeuse, faiblement minéralisée (Sail-les-Bains, 42)",0,0,0,0
"Eau minérale Salvetat, embouteillée, gazeuse, moyennement minéralisée (La Salvetat, 34)",0,0,0,0
"Eau minérale St-Amand, embouteillée, gazeuse ou non gazeuse, moyennement minéralisée (St-Amand, 59)",0,0,0,0
"Eau minérale St-Antonin, embouteillée, non gazeuse, fortement minéralisée (St-Antonin-Noble-Val, 82)",0,0,0,0
"Eau minérale St-Diéry, embouteillée, gazeuse, fortement minéralisée (St-Diéry, 63)",0,0,0,0
"Eau minérale Ste-Marguerite, embouteillée, gazeuse, moyennement minéralisée (St-Maurice, 63)",0,0,0,0
"Eau minérale St-Yorre, embouteillée, gazeuse, fortement minéralisée (Saint-Yorre, 03)",0,0,0,0
"Eau minérale Thonon, embouteillée, non gazeuse, faiblement minéralisée (Thonon, 74)",0,0,0,0
"Eau minérale Ventadour, embouteillée, gazeuse, faiblement minéralisée (Le Pestrin, 07)",0,0,0,0
"Eau minérale Vernet, embouteillée, gazeuse, faiblement minéralisée (Prades, 07)",0,0,0,0
"Eau minérale Vichy Célestins, embouteillée, gazeuse, fortement minéralisée (Saint-Yorre, 03)",0,0,0,0
"Eau minérale Vittel, embouteillée, non gazeuse, moyennement minéralisée (Vittel, 88)",0,0,0,0
"Eau minérale Volvic, embouteillée, non gazeuse, faiblement minéralisée (Volvic, 63)",0,0,0,0
"Eau minérale Volvic active, embouteillée, gazeuse, faiblement minéralisée (Volvic, 63)",0,0,0,0
"Eau minérale Wattwiller, embouteillée, gazeuse ou non gazeuse, faiblement minéraliséee (Wattwiller, 68)",0,0,0,0
"Eau minérale Perrier, embouteillée, gazeuse, faiblement minéralisée (Vergèse, 30)",0,0,0,0
"Eau minérale Badoit, embouteillée, gazeuse, moyennement minéralisée (St-Galmier, 42)",0,0,0,0
"Eau minérale Avra, embouteillée, non gazeuse, faiblement minéralisée (Grèce)",0,0,0,0
"Eau minérale Beckerich, embouteillée, non gazeuse, faiblement minéralisée (Luxembourg)",0,0,0,0
"Eau minérale Chaudfontaine, embouteillée, non gazeuse, faiblement minéralisée (Belgique)",0,0,0,0
"Eau minérale Christinen Brunnen, embouteillée, non gazeuse, moyennement minéralisée (Allemagne)",0,0,0,0
"Eau minérale Courmayeur, embouteillée, non gazeuse, fortement minéralisée (Italie)",0,0,0,0
"Eau minérale Levissima, embouteillée, non gazeuse, faiblement minéralisée (Italie)",0,0,0,0
"Eau minérale Luso, embouteillée, non gazeuse, très faiblement minéralisée (Portugal)",0,0,0,0
"Eau minérale Néro, embouteillée, non gazeuse, faiblement minéralisée (Grèce)",0,0,0,0
"Eau minérale Penacova, embouteillée, non gazeuse, très faiblement minéralisée (Portugal)",0,0,0,0
"Eau minérale San Bernardo, embouteillée, très faiblement minéralisée (Italie)",0,0,0,0
"Eau minérale San Pellegrino, embouteillée, gazeuse, moyennement minéralisée (Italie)",0,0,0,0
"Eau minérale Spa-Reine, embouteillée, gazeuse ou non non gazeuse, moyennement minéralisée (Belgique)",0,0,0,0
"Eau minérale Valvert, embouteillée, non gazeuse, faiblement minéralisée (Belgique)",0,0,0,0
"Eau minérale Appollinaris, embouteillée, non gazeuse, fortement minéralisée (Allemagne)",0,0,0,0
"Eau de source Cristaline, embouteillée, non gazeuse",0,0,0,0
"Eau minérale Biovive, embouteillée, non gazeuse, faiblement minéralisée (Dax, 40)",0,0,0,0
"Eau minérale La Cairolle, embouteillée, non gazeuse, fortement minéralisée (Les Aires, 34)",0,0,0,0
"Eau minérale Cilaos, embouteillée, gazeuse, fortement minéralisée (Cilaos, 974)",0,0,0,0
"Eau minérale La Française, embouteillée, non gazeuse, fortement minéralisée (Propiac, 26)",0,0,0,0
"Eau minérale Montcalm, embouteillée, non gazeuse, très faiblement minéralisée (Auzat, 09)",0,0,0,0
"Eau minérale Montclar, embouteillée, non gazeuse, faiblement minéralisée (Montclar, 04)",0,0,0,0
"Eau minérale Nessel, embouteillée, gazeuse, moyennement minéralisée (Soultzmatt, 68)",0,0,0,0
"Eau minérale Ogeu, embouteillée, gazeuse, faiblement minéralisée (Ogeu-les-Bains, 64)",0,0,0,0
"Eau minérale Ogeu, embouteillée, non gazeuse, faiblement minéralisée (Ogeu-les-Bains, 64)",0,0,0,0
